DEPT,TWT,amp,AI_Log,Int,D2,Quadr,TraceGrad,GradMag,Freq,Phase,CosPhase,AI_Jason_inv
3686.5,2182,-4231.7,12408,5.4,510.6,625,132.7,445.1,26.2,-4.9352,-0.9763,
3686.6,2182,-4226.3,12264,5.4,507.1,578.1,136.4,449.6,26.2,-15.7087,-0.9778,
3686.8,2182.1,-4220.9,12113,5.4,503.5,531.2,140,454.2,26.1,-26.4823,-0.9792,
3686.9,2182.2,-4215.5,11935,5.4,500,484.4,143.6,458.8,26.1,-37.2558,-0.9806,
3687.1,2182.2,-4210.1,11759,5.41,496.5,437.5,147.3,463.3,26.1,-48.0294,-0.9821,
3687.2,2182.3,-4204.6,11588,5.41,492.9,390.6,150.9,467.9,26.1,-58.8029,-0.9835,
3687.4,2182.4,-4199.2,11429,5.41,489.4,343.7,154.5,472.5,26,-69.5765,-0.9849,
3687.5,2182.4,-4193.8,11302,5.41,485.8,296.9,158.1,477,26,-80.3501,-0.9864,
3687.7,2182.5,-4188.4,11209,5.42,482.3,250,161.8,481.6,26,-91.1237,-0.9878,
3687.8,2182.6,-4183,11154,5.42,478.7,203.1,165.4,486.2,26,-101.8973,-0.9892,
3688,2182.6,-4177.6,11091,5.42,475.2,156.2,169,490.7,26,-112.6709,-0.9907,
3688.1,2182.7,-4172.1,11009,5.42,471.6,109.4,172.7,495.3,25.9,-123.4445,-0.9921,
3688.3,2182.7,-4166.7,10887,5.43,468.1,62.5,176.3,499.9,25.9,-134.2182,-0.9935,
3688.4,2182.8,-4161.3,10781,5.43,464.5,15.6,179.9,504.4,25.9,-144.9918,-0.995,
3688.6,2182.9,-4155.9,10712,5.43,461,-31.2,183.6,509,25.9,-155.7655,-0.9964,
3688.7,2182.9,-4150.5,10653,5.44,457.4,-78.1,187.2,513.6,25.8,-166.5392,-0.9978,
3688.9,2183,-4145,10594,5.44,453.9,-125,190.8,518.1,25.8,-177.3128,-0.9993,
3689,2183.1,-4126.4,10535,5.43,445.7,-161.8,190.6,526.5,25.8,-177.6678,-0.9977,
3689.2,2183.1,-4106.7,10483,5.42,437.1,-197.7,190,535.2,25.8,-177.0999,-0.9958,
3689.3,2183.2,-4086.9,10441,5.41,428.6,-233.7,189.4,543.8,25.7,-176.532,-0.994,
3689.5,2183.2,-4067.1,10407,5.39,420,-269.6,188.9,552.5,25.7,-175.9642,-0.9921,
3689.7,2183.3,-4047.4,10381,5.38,411.4,-305.6,188.3,561.2,25.7,-175.3963,-0.9903,
3689.8,2183.4,-4027.6,10420,5.37,402.9,-341.5,187.7,569.8,25.7,-174.8285,-0.9885,
3690,2183.4,-4007.9,10490,5.36,394.3,-377.5,187.1,578.5,25.6,-174.2607,-0.9866,
3690.1,2183.5,-3988.1,10580,5.35,385.7,-413.4,186.6,587.2,25.6,-173.6929,-0.9848,
3690.3,2183.6,-3968.3,10658,5.34,377.2,-449.3,186,595.8,25.6,-173.1251,-0.9829,
3690.4,2183.6,-3948.6,10686,5.33,368.6,-485.3,185.4,604.5,25.6,-172.5574,-0.9811,
3690.6,2183.7,-3928.8,10687,5.31,360,-521.2,184.8,613.2,25.5,-171.9897,-0.9792,
3690.7,2183.8,-3909,10706,5.3,351.5,-557.1,184.2,621.8,25.5,-171.422,-0.9774,
3690.9,2183.8,-3889.3,10745,5.29,342.9,-593,183.7,630.5,25.5,-170.8544,-0.9756,
3691,2183.9,-3869.5,10728,5.28,334.3,-629,183.1,639.1,25.5,-170.2867,-0.9737,
3691.2,2183.9,-3849.8,10627,5.27,325.7,-664.9,182.5,647.8,25.4,-169.7191,-0.9719,
3691.3,2184,-3830,10522,5.26,317.2,-700.8,181.9,656.4,25.4,-169.1515,-0.97,
3691.5,2184.1,-3810.2,10462,5.25,308.6,-736.7,181.3,665.1,25.4,-168.5839,-0.9682,
3691.6,2184.1,-3790.5,10431,5.23,300,-772.6,180.7,673.7,25.4,-168.0163,-0.9663,
3691.8,2184.2,-3770.7,10397,5.22,291.5,-808.5,180.2,682.3,25.3,-167.4488,-0.9645,
3691.9,2184.3,-3751,10347,5.21,282.9,-844.5,179.6,691,25.3,-166.8812,-0.9627,
3692.1,2184.3,-3731.2,10287,5.2,274.3,-880.4,179,699.6,25.3,-166.3137,-0.9608,
3692.2,2184.4,-3711.4,10213,5.19,265.7,-916.3,178.4,708.3,25.3,-165.7462,-0.959,
3692.4,2184.4,-3691.7,10125,5.18,257.2,-952.2,177.8,716.9,25.2,-165.1788,-0.9571,
3692.5,2184.5,-3671.9,10038,5.17,248.6,-988.1,177.2,725.5,25.2,-164.6113,-0.9553,
3692.7,2184.6,-3652.1,9953,5.16,240,-1024,176.6,734.1,25.2,-164.0439,-0.9534,
3692.9,2184.6,-3632.4,9877,5.14,231.5,-1059.9,176,742.8,25.2,-163.4765,-0.9516,
3693,2184.7,-3612.6,9818,5.13,222.9,-1095.8,175.4,751.4,25.1,-162.9091,-0.9498,
3693.2,2184.8,-3592.9,9766,5.12,214.3,-1131.6,174.8,760,25.1,-162.3417,-0.9479,
3693.3,2184.8,-3573.1,9746,5.11,205.7,-1167.5,174.2,768.6,25.1,-161.7744,-0.9461,
3693.5,2184.9,-3553.3,9748,5.1,197.2,-1203.4,173.6,777.3,25.1,-161.207,-0.9442,
3693.6,2185,-3533.6,9796,5.09,188.6,-1239.3,173,785.9,25,-160.6397,-0.9424,
3693.8,2185,-3511.9,9857,5.07,181.8,-1272.2,172.1,793.1,25,-160.077,-0.9398,
3693.9,2185.1,-3486.7,9886,5.05,179.4,-1297.4,170.4,796.9,25,-159.5258,-0.9352,
3694.1,2185.1,-3461.1,9881,5.03,177,-1322.6,168.6,800.7,25,-158.9746,-0.9306,
3694.2,2185.2,-3435.6,9875,5.01,174.6,-1347.8,166.9,804.5,25,-158.4234,-0.926,
3694.4,2185.3,-3410.1,9886,4.99,172.2,-1373,165.1,808.3,24.9,-157.8722,-0.9215,
3694.5,2185.3,-3384.6,9875,4.97,169.9,-1398.2,163.4,812.1,24.9,-157.3211,-0.9169,
3694.7,2185.4,-3359.1,9834,4.94,167.5,-1423.4,161.6,815.9,24.9,-156.7699,-0.9123,
3694.8,2185.5,-3333.5,9803,4.92,165.1,-1448.6,159.9,819.6,24.9,-156.2188,-0.9077,
3695,2185.5,-3308,9804,4.9,162.8,-1473.8,158.1,823.4,24.8,-155.6677,-0.9032,
3695.1,2185.6,-3282.5,9803,4.88,160.4,-1499,156.4,827.2,24.8,-155.1167,-0.8986,
3695.3,2185.7,-3257,9781,4.86,158,-1524.2,154.6,831,24.8,-154.5656,-0.894,
3695.4,2185.7,-3231.5,9749,4.84,155.7,-1549.4,152.9,834.8,24.8,-154.0145,-0.8894,
3695.6,2185.8,-3206,9703,4.82,153.3,-1574.6,151.1,838.5,24.8,-153.4635,-0.8849,
3695.7,2185.8,-3180.5,9663,4.79,150.9,-1599.8,149.4,842.3,24.7,-152.9125,-0.8803,
3695.9,2185.9,-3155,9629,4.77,148.6,-1625,147.6,846.1,24.7,-152.3615,-0.8757,
3696.1,2186,-3129.4,9593,4.75,146.2,-1650.2,145.9,849.9,24.7,-151.8105,-0.8711,
3696.2,2186,-3103.9,9574,4.73,143.9,-1675.4,144.1,853.6,24.7,-151.2596,-0.8666,
3696.4,2186.1,-3078.4,9571,4.71,141.5,-1700.6,142.4,857.4,24.6,-150.7086,-0.862,
3696.5,2186.2,-3052.9,9572,4.69,139.1,-1725.7,140.6,861.2,24.6,-150.1577,-0.8574,
3696.7,2186.2,-3027.4,9553,4.67,136.8,-1750.9,138.9,865,24.6,-149.6068,-0.8528,
3696.8,2186.3,-3001.9,9528,4.64,134.4,-1776.1,137.1,868.7,24.6,-149.0559,-0.8483,
3697,2186.3,-2976.4,9519,4.62,132.1,-1801.3,135.4,872.5,24.6,-148.505,-0.8437,
3697.1,2186.4,-2950.9,9508,4.6,129.7,-1826.5,133.6,876.3,24.5,-147.9541,-0.8391,
3697.3,2186.5,-2925.5,9487,4.58,127.4,-1851.7,131.9,880,24.5,-147.4033,-0.8345,
3697.4,2186.5,-2900,9464,4.56,125,-1876.9,130.1,883.8,24.5,-146.8524,-0.83,
3697.6,2186.6,-2874.5,9449,4.54,122.7,-1902.1,128.4,887.6,24.5,-146.3016,-0.8254,
3697.7,2186.7,-2849,9437,4.52,120.4,-1927.2,126.6,891.3,24.4,-145.7508,-0.8208,
3697.9,2186.7,-2823.5,9427,4.49,118,-1952.4,124.9,895.1,24.4,-145.2,-0.8163,
3698,2186.8,-2798,9415,4.47,115.7,-1977.6,123.1,898.9,24.4,-144.6492,-0.8117,
3698.2,2186.9,-2772.5,9400,4.45,113.3,-2002.8,121.4,902.6,24.4,-144.0985,-0.8071,
3698.3,2186.9,-2747,9391,4.43,111,-2028,119.6,906.4,24.4,-143.5477,-0.8025,
3698.5,2187,-2721.5,9402,4.41,108.7,-2053.1,117.9,910.2,24.3,-142.997,-0.798,
3698.6,2187,-2693.9,9412,4.39,104.6,-2071,115.4,912,24.3,-142.4548,-0.792,
3698.8,2187.1,-2665,9413,4.36,99.5,-2084.8,112.5,912.8,24.3,-141.9174,-0.7853,
3698.9,2187.2,-2636.1,9413,4.34,94.4,-2098.6,109.6,913.6,24.3,-141.3799,-0.7786,
3699.1,2187.2,-2607.2,9409,4.32,89.3,-2112.4,106.8,914.4,24.3,-140.8425,-0.7719,
3699.3,2187.3,-2578.3,9404,4.3,84.2,-2126.2,103.9,915.1,24.3,-140.305,-0.7652,
3699.4,2187.4,-2549.4,9400,4.27,79.2,-2140,101,915.9,24.3,-139.7676,-0.7585,
3699.6,2187.4,-2520.5,9404,4.25,74.1,-2153.8,98.1,916.7,24.3,-139.2302,-0.7519,
3699.7,2187.5,-2491.6,9419,4.23,69,-2167.5,95.3,917.5,24.2,-138.6928,-0.7452,
3699.9,2187.5,-2462.8,9433,4.21,63.9,-2181.3,92.4,918.3,24.2,-138.1554,-0.7385,
3700,2187.6,-2433.9,9442,4.18,58.9,-2195.1,89.5,919.1,24.2,-137.6181,-0.7318,
3700.2,2187.7,-2405,9447,4.16,53.8,-2208.9,86.6,919.9,24.2,-137.0807,-0.7251,
3700.3,2187.7,-2376.1,9438,4.14,48.7,-2222.7,83.7,920.7,24.2,-136.5434,-0.7184,
3700.5,2187.8,-2347.2,9427,4.12,43.6,-2236.5,80.9,921.5,24.2,-136.006,-0.7117,
3700.6,2187.9,-2318.4,9423,4.1,38.6,-2250.3,78,922.3,24.2,-135.4687,-0.705,
3700.8,2187.9,-2289.5,9431,4.07,33.5,-2264.1,75.1,923.1,24.2,-134.9313,-0.6983,
3700.9,2188,-2260.6,9443,4.05,28.4,-2277.9,72.2,923.8,24.2,-134.394,-0.6916,
3701.1,2188.1,-2231.7,9454,4.03,23.3,-2291.7,69.4,924.6,24.1,-133.8567,-0.6849,
3701.2,2188.1,-2202.9,9458,4.01,18.3,-2305.5,66.5,925.4,24.1,-133.3194,-0.6782,
3701.4,2188.2,-2174,9452,3.98,13.2,-2319.3,63.6,926.2,24.1,-132.7821,-0.6715,
3701.5,2188.2,-2145.1,9450,3.96,8.1,-2333.1,60.8,927,24.1,-132.2448,-0.6649,
3701.7,2188.3,-2116.3,9457,3.94,3,-2346.9,57.9,927.8,24.1,-131.7076,-0.6582,
3701.8,2188.4,-2087.4,9457,3.92,-2.1,-2360.7,55,928.6,24.1,-131.1703,-0.6515,
3702,2188.4,-2058.5,9442,3.89,-7.1,-2374.5,52.1,929.4,24.1,-130.6331,-0.6448,
3702.2,2188.5,-2029.7,9424,3.87,-12.2,-2388.3,49.3,930.2,24.1,-130.0959,-0.6381,
3702.3,2188.6,-2000.8,9405,3.85,-17.3,-2402.1,46.4,931,24.1,-129.5587,-0.6314,
3702.5,2188.6,-1971.9,9389,3.83,-22.4,-2415.9,43.5,931.8,24,-129.0215,-0.6247,
3702.6,2188.7,-1943.1,9378,3.8,-27.4,-2429.7,40.7,932.6,24,-128.4844,-0.618,
3702.8,2188.7,-1914.2,9366,3.78,-32.5,-2443.5,37.8,933.4,24,-127.9472,-0.6113,
3702.9,2188.8,-1885.3,9358,3.76,-37.6,-2457.3,34.9,934.2,24,-127.41,-0.6046,
3703.1,2188.9,-1856.5,9354,3.74,-42.7,-2471.1,32.1,935,24,-126.8729,-0.598,
3703.2,2188.9,-1827.6,9352,3.71,-47.7,-2484.9,29.2,935.8,24,-126.3358,-0.5913,
3703.4,2189,-1799,9358,3.69,-52.7,-2498.6,26.4,936.6,24,-125.7988,-0.5846,
3703.5,2189.1,-1771.6,9357,3.67,-49.3,-2505.4,28.6,936.4,24,-125.2707,-0.5764,
3703.7,2189.1,-1744.4,9354,3.65,-45.9,-2512.2,30.9,936.1,24,-124.7427,-0.5683,
3703.8,2189.2,-1717.2,9360,3.63,-42.5,-2519,33.1,935.8,24,-124.2146,-0.5601,
3704,2189.3,-1690,9362,3.61,-39.1,-2525.8,35.4,935.6,24,-123.6866,-0.552,
3704.1,2189.3,-1662.9,9359,3.59,-35.7,-2532.6,37.6,935.3,24,-123.1585,-0.5438,
3704.3,2189.4,-1635.7,9355,3.57,-32.2,-2539.5,39.9,935.1,24,-122.6305,-0.5357,
3704.4,2189.4,-1608.5,9359,3.55,-28.8,-2546.3,42.1,934.8,24,-122.1025,-0.5275,
3704.6,2189.5,-1581.3,9372,3.53,-25.4,-2553.1,44.4,934.6,24,-121.5745,-0.5194,
3704.7,2189.6,-1554.1,9384,3.52,-22,-2559.9,46.6,934.3,23.9,-121.0465,-0.5113,
3704.9,2189.6,-1527,9390,3.5,-18.6,-2566.7,48.9,934.1,23.9,-120.5185,-0.5031,
3705,2189.7,-1499.8,9403,3.48,-15.2,-2573.5,51.1,933.8,23.9,-119.9905,-0.495,
3705.2,2189.8,-1472.6,9434,3.46,-11.8,-2580.3,53.4,933.6,23.9,-119.4625,-0.4868,
3705.4,2189.8,-1445.4,9461,3.44,-8.3,-2587.2,55.6,933.3,23.9,-118.9346,-0.4787,
3705.5,2189.9,-1418.3,9474,3.42,-4.9,-2594,57.9,933.1,23.9,-118.4066,-0.4705,
3705.7,2189.9,-1391.1,9486,3.4,-1.5,-2600.8,60.1,932.8,23.9,-117.8787,-0.4624,
3705.8,2190,-1363.9,9496,3.38,1.9,-2607.6,62.3,932.6,23.9,-117.3508,-0.4543,
3706,2190.1,-1336.7,9505,3.36,5.3,-2614.4,64.6,932.3,23.9,-116.8228,-0.4461,
3706.1,2190.1,-1309.6,9521,3.34,8.7,-2621.3,66.8,932.1,23.9,-116.2949,-0.438,
3706.3,2190.2,-1282.4,9540,3.32,12.2,-2628.1,69.1,931.8,23.9,-115.767,-0.4298,
3706.4,2190.3,-1255.2,9552,3.3,15.6,-2634.9,71.3,931.6,23.9,-115.2391,-0.4217,
3706.6,2190.3,-1228.1,9563,3.28,19,-2641.7,73.6,931.3,23.9,-114.7113,-0.4136,
3706.7,2190.4,-1200.9,9561,3.26,22.4,-2648.6,75.8,931.1,23.9,-114.1834,-0.4054,
3706.9,2190.5,-1173.7,9558,3.24,25.8,-2655.4,78.1,930.8,23.9,-113.6555,-0.3973,
3707,2190.5,-1146.6,9558,3.22,29.3,-2662.2,80.3,930.6,23.9,-113.1277,-0.3891,
3707.2,2190.6,-1119.4,9582,3.2,32.7,-2669,82.6,930.3,23.9,-112.5998,-0.381,
3707.3,2190.6,-1092.2,9602,3.18,36.1,-2675.9,84.8,930.1,23.9,-112.072,-0.3729,
3707.5,2190.7,-1065.1,9618,3.16,39.5,-2682.7,87.1,929.8,23.9,-111.5442,-0.3647,
3707.6,2190.8,-1037.9,9635,3.14,43,-2689.5,89.3,929.6,23.9,-111.0163,-0.3566,
3707.8,2190.8,-1010.7,9631,3.12,46.4,-2696.3,91.6,929.3,23.9,-110.4885,-0.3484,
3707.9,2190.9,-983.6,9619,3.1,49.8,-2703.2,93.8,929.1,23.9,-109.9608,-0.3403,
3708.1,2191,-956.4,9608,3.08,53.2,-2710,96.1,928.9,23.9,-109.433,-0.3322,
3708.2,2191,-928.6,9602,3.06,51.8,-2713.4,97.2,927.4,23.9,-108.8833,-0.3233,
3708.4,2191.1,-899.7,9599,3.05,42.2,-2711.2,96.4,924.1,23.9,-108.2975,-0.3133,
3708.6,2191.2,-870.8,9586,3.04,32.6,-2708.9,95.7,920.7,23.9,-107.7117,-0.3033,
3708.7,2191.2,-841.9,9557,3.02,23,-2706.7,94.9,917.3,23.9,-107.1259,-0.2932,
3708.9,2191.3,-813,9534,3.01,13.5,-2704.4,94.1,913.9,23.9,-106.5401,-0.2832,
3709,2191.3,-784.1,9522,2.99,3.9,-2702.2,93.4,910.6,23.9,-105.9543,-0.2732,
3709.2,2191.4,-755.2,9509,2.98,-5.7,-2699.9,92.6,907.2,23.8,-105.3685,-0.2632,
3709.3,2191.5,-726.3,9492,2.96,-15.3,-2697.7,91.8,903.8,23.8,-104.7827,-0.2531,
3709.5,2191.5,-697.4,9478,2.95,-24.9,-2695.5,91.1,900.4,23.8,-104.1969,-0.2431,
3709.6,2191.6,-668.5,9465,2.93,-34.4,-2693.2,90.3,897.1,23.8,-103.6112,-0.2331,
3709.8,2191.7,-639.6,9452,2.92,-44,-2691,89.5,893.7,23.8,-103.0255,-0.2231,
3709.9,2191.7,-610.7,9436,2.9,-53.6,-2688.7,88.7,890.3,23.8,-102.4397,-0.2131,
3710.1,2191.8,-581.8,9419,2.89,-63.2,-2686.5,88,886.9,23.8,-101.854,-0.203,
3710.2,2191.8,-552.9,9404,2.88,-72.7,-2684.3,87.2,883.5,23.8,-101.2682,-0.193,
3710.4,2191.9,-524,9384,2.86,-82.3,-2682,86.4,880.2,23.8,-100.6825,-0.183,
3710.5,2192,-495.1,9366,2.85,-91.9,-2679.8,85.7,876.8,23.8,-100.0967,-0.173,
3710.7,2192,-466.2,9351,2.83,-101.5,-2677.5,84.9,873.4,23.8,-99.511,-0.1629,
3710.8,2192.1,-437.3,9335,2.82,-111.1,-2675.3,84.1,870,23.8,-98.9253,-0.1529,
3711,2192.2,-408.4,9326,2.8,-120.6,-2673.1,83.4,866.7,23.8,-98.3396,-0.1429,
3711.1,2192.2,-379.5,9327,2.79,-130.2,-2670.8,82.6,863.3,23.8,-97.7539,-0.1329,
3711.3,2192.3,-350.6,9339,2.77,-139.8,-2668.6,81.8,859.9,23.8,-97.1682,-0.1228,
3711.4,2192.4,-321.7,9349,2.76,-149.4,-2666.4,81.1,856.5,23.8,-96.5825,-0.1128,
3711.6,2192.4,-292.8,9352,2.74,-159,-2664.1,80.3,853.2,23.7,-95.9969,-0.1028,
3711.8,2192.5,-263.9,9356,2.73,-168.5,-2661.9,79.5,849.8,23.7,-95.4112,-0.0928,
3711.9,2192.5,-235,9366,2.72,-178.1,-2659.7,78.7,846.4,23.7,-94.8256,-0.0828,
3712.1,2192.6,-206.1,9373,2.7,-187.7,-2657.4,78,843,23.7,-94.24,-0.0727,
3712.2,2192.7,-177.2,9374,2.69,-197.3,-2655.2,77.2,839.6,23.7,-93.6543,-0.0627,
3712.4,2192.7,-148.3,9371,2.67,-206.9,-2653,76.4,836.3,23.7,-93.0687,-0.0527,
3712.5,2192.8,-119.4,9356,2.66,-216.5,-2650.7,75.7,832.9,23.7,-92.4831,-0.0427,
3712.7,2192.9,-90.5,9338,2.64,-226,-2648.5,74.9,829.5,23.7,-91.8976,-0.0327,
3712.8,2192.9,-61.6,9326,2.63,-235.6,-2646.3,74.1,826.1,23.7,-91.312,-0.0226,
3713,2193,-32.8,9322,2.61,-245.2,-2644,73.4,822.8,23.7,-90.7264,-0.0126,
3713.1,2193,-9.7,9327,2.6,-244,-2636.1,70.4,817.6,23.7,-90.2019,-0.0036,
3713.3,2193.1,11.4,9332,2.59,-239,-2626.2,66.7,811.9,23.7,-89.6985,0.0051,
3713.4,2193.2,32.4,9332,2.59,-234,-2616.4,62.9,806.1,23.7,-89.1951,0.0137,
3713.6,2193.2,53.5,9329,2.58,-229.1,-2606.5,59.2,800.4,23.6,-88.6917,0.0224,
3713.7,2193.3,74.6,9326,2.57,-224.1,-2596.6,55.5,794.7,23.6,-88.1884,0.0311,
3713.9,2193.4,95.6,9325,2.56,-219.1,-2586.8,51.8,788.9,23.6,-87.685,0.0397,
3714,2193.4,116.7,9325,2.55,-214.2,-2576.9,48.1,783.2,23.6,-87.1817,0.0484,
3714.2,2193.5,137.7,9335,2.54,-209.2,-2567.1,44.4,777.4,23.6,-86.6784,0.0571,
3714.3,2193.6,158.8,9346,2.53,-204.2,-2557.2,40.6,771.7,23.6,-86.1751,0.0658,
3714.5,2193.6,179.8,9362,2.53,-199.3,-2547.3,36.9,766,23.6,-85.6718,0.0744,
3714.6,2193.7,200.9,9378,2.52,-194.3,-2537.5,33.2,760.2,23.5,-85.1685,0.0831,
3714.8,2193.7,222,9386,2.51,-189.3,-2527.6,29.5,754.5,23.5,-84.6652,0.0918,
3715,2193.8,243,9390,2.5,-184.3,-2517.8,25.8,748.7,23.5,-84.162,0.1004,
3715.1,2193.9,264.1,9396,2.49,-179.4,-2507.9,22.1,743,23.5,-83.6588,0.1091,
3715.3,2193.9,285.1,9402,2.48,-174.4,-2498.1,18.4,737.3,23.5,-83.1555,0.1178,
3715.4,2194,306.2,9413,2.47,-169.4,-2488.2,14.7,731.5,23.5,-82.6524,0.1264,
3715.6,2194.1,327.2,9416,2.47,-164.5,-2478.4,10.9,725.8,23.5,-82.1492,0.1351,
3715.7,2194.1,348.3,9412,2.46,-159.5,-2468.5,7.2,720.1,23.4,-81.646,0.1438,
3715.9,2194.2,369.3,9395,2.45,-154.5,-2458.7,3.5,714.3,23.4,-81.1429,0.1524,
3716,2194.2,390.4,9378,2.44,-149.5,-2448.8,-0.2,708.6,23.4,-80.6397,0.1611,
3716.2,2194.3,411.5,9366,2.43,-144.6,-2439,-3.9,702.9,23.4,-80.1366,0.1698,
3716.3,2194.4,432.5,9354,2.42,-139.6,-2429.1,-7.6,697.1,23.4,-79.6335,0.1784,
3716.5,2194.4,453.6,9345,2.41,-134.6,-2419.3,-11.3,691.4,23.4,-79.1304,0.1871,
3716.6,2194.5,474.6,9344,2.41,-129.6,-2409.5,-15,685.7,23.4,-78.6273,0.1958,
3716.8,2194.6,495.7,9353,2.4,-124.6,-2399.6,-18.7,679.9,23.3,-78.1243,0.2044,
3716.9,2194.6,516.7,9364,2.39,-119.7,-2389.8,-22.4,674.2,23.3,-77.6213,0.2131,
3717.1,2194.7,537.8,9383,2.38,-114.7,-2379.9,-26.1,668.5,23.3,-77.1182,0.2218,
3717.2,2194.8,558.8,9401,2.37,-109.7,-2370.1,-29.8,662.7,23.3,-76.6152,0.2304,
3717.4,2194.8,579.9,9410,2.36,-104.7,-2360.3,-33.6,657,23.3,-76.1123,0.2391,
3717.5,2194.9,600.9,9416,2.35,-99.7,-2350.4,-37.3,651.3,23.3,-75.6093,0.2478,
3717.7,2194.9,622,9419,2.35,-94.8,-2340.6,-41,645.5,23.3,-75.1063,0.2564,
3717.8,2195,642.4,9422,2.34,-90.6,-2330.6,-44,640.2,23.3,-74.6019,0.265,
3718,2195.1,660.9,9418,2.34,-92.7,-2319.2,-41.3,637.9,23.2,-74.0852,0.2733,
3718.2,2195.1,679.1,9413,2.33,-94.9,-2307.8,-38.7,635.5,23.2,-73.5686,0.2815,
3718.3,2195.2,697.3,9405,2.33,-97.1,-2296.3,-36,633.2,23.2,-73.0519,0.2897,
3718.5,2195.3,715.5,9397,2.33,-99.2,-2284.9,-33.4,630.9,23.2,-72.5352,0.298,
3718.6,2195.3,733.7,9397,2.33,-101.4,-2273.5,-30.8,628.6,23.2,-72.0185,0.3062,
3718.8,2195.4,751.9,9406,2.32,-103.5,-2262.1,-28.1,626.2,23.2,-71.5018,0.3144,
3718.9,2195.4,770.1,9436,2.32,-105.7,-2250.6,-25.5,623.9,23.2,-70.9851,0.3227,
3719.1,2195.5,788.3,9462,2.32,-107.9,-2239.2,-22.8,621.6,23.2,-70.4684,0.3309,
3719.2,2195.6,806.5,9485,2.31,-110,-2227.8,-20.2,619.3,23.1,-69.9518,0.3391,
3719.4,2195.6,824.6,9487,2.31,-112.2,-2216.4,-17.6,616.9,23.1,-69.4351,0.3474,
3719.5,2195.7,842.8,9460,2.31,-114.4,-2205,-14.9,614.6,23.1,-68.9184,0.3556,
3719.7,2195.8,861,9432,2.31,-116.6,-2193.6,-12.3,612.3,23.1,-68.4017,0.3639,
3719.8,2195.8,879.2,9417,2.3,-118.7,-2182.1,-9.7,609.9,23.1,-67.885,0.3721,
3720,2195.9,897.4,9416,2.3,-120.9,-2170.7,-7,607.6,23.1,-67.3683,0.3803,
3720.1,2196,915.6,9423,2.3,-123.1,-2159.3,-4.4,605.3,23.1,-66.8516,0.3886,
3720.3,2196,933.8,9440,2.3,-125.3,-2147.9,-1.8,603,23.1,-66.3349,0.3968,
3720.4,2196.1,952,9455,2.29,-127.4,-2136.5,0.8,600.6,23,-65.8182,0.405,
3720.6,2196.1,970.2,9443,2.29,-129.6,-2125.1,3.5,598.3,23,-65.3015,0.4133,
3720.7,2196.2,988.4,9417,2.29,-131.8,-2113.6,6.1,596,23,-64.7848,0.4215,
3720.9,2196.3,1006.6,9376,2.29,-134,-2102.2,8.7,593.6,23,-64.268,0.4297,
3721,2196.3,1024.8,9338,2.28,-136.2,-2090.8,11.4,591.3,23,-63.7513,0.438,
3721.2,2196.4,1043.1,9310,2.28,-138.4,-2079.4,14,589,23,-63.2346,0.4462,
3721.4,2196.5,1061.3,9286,2.28,-140.5,-2068,16.6,586.7,23,-62.7179,0.4545,
3721.5,2196.5,1079.5,9269,2.28,-142.7,-2056.6,19.2,584.3,23,-62.2012,0.4627,
3721.7,2196.6,1097.7,9256,2.27,-144.9,-2045.2,21.8,582,22.9,-61.6845,0.4709,
3721.8,2196.7,1115.9,9236,2.27,-147.1,-2033.8,24.5,579.7,22.9,-61.1678,0.4792,
3722,2196.7,1134.1,9213,2.27,-149.3,-2022.3,27.1,577.3,22.9,-60.651,0.4874,
3722.1,2196.8,1152.3,9189,2.27,-151.5,-2010.9,29.7,575,22.9,-60.1343,0.4956,
3722.3,2196.8,1170.5,9170,2.26,-153.7,-1999.5,32.3,572.7,22.9,-59.6176,0.5039,
3722.4,2196.9,1188.7,9159,2.26,-155.9,-1988.1,34.9,570.3,22.9,-59.1008,0.5121,
3722.6,2197,1206.9,9154,2.26,-158.1,-1976.7,37.6,568,22.9,-58.5841,0.5204,
3722.7,2197,1222.7,9165,2.26,-159.4,-1963,38.8,565.2,22.9,-58.0643,0.528,
3722.9,2197.1,1235.9,9188,2.26,-159.6,-1946.8,38.6,561.8,22.8,-57.5413,0.5349,
3723,2197.2,1249,9220,2.27,-159.9,-1930.6,38.4,558.5,22.8,-57.0183,0.5419,
3723.2,2197.2,1262.2,9274,2.27,-160.2,-1914.4,38.2,555.1,22.8,-56.4953,0.5488,
3723.3,2197.3,1275.4,9324,2.27,-160.4,-1898.3,38,551.8,22.8,-55.9723,0.5557,
3723.5,2197.3,1288.6,9355,2.27,-160.7,-1882.1,37.8,548.5,22.8,-55.4494,0.5627,
3723.6,2197.4,1301.7,9376,2.28,-161,-1865.9,37.6,545.1,22.8,-54.9265,0.5696,
3723.8,2197.5,1314.9,9388,2.28,-161.2,-1849.7,37.4,541.8,22.8,-54.4036,0.5765,
3723.9,2197.5,1328.1,9396,2.28,-161.5,-1833.5,37.2,538.5,22.7,-53.8808,0.5835,
3724.1,2197.6,1341.3,9402,2.29,-161.7,-1817.3,37,535.1,22.7,-53.358,0.5904,
3724.2,2197.7,1354.4,9406,2.29,-162,-1801.2,36.8,531.8,22.7,-52.8352,0.5974,
3724.4,2197.7,1367.6,9405,2.29,-162.2,-1785,36.6,528.5,22.7,-52.3125,0.6043,
